student_id,age,gender,first_generation_college,international_student,residency_status,high_school_gpa,sat_score,act_score,advanced_courses_taken,extracurricular_activities,major,enrollment_status,semester_credits,admission_type,starting_semester,family_income,financial_aid_received,pell_grant_eligible,student_loan_amount,has_campus_job,current_gpa,credits_completed,courses_failed,courses_withdrawn,attendance_rate,study_hours_per_week,library_visits_per_month,tutoring_sessions_attended,advisor_meetings,clubs_joined,living_arrangement,has_disability,distance_from_campus_miles,work_hours_per_week,dropped_out
8673,21,Male,False,False,In-state,3.28,935.0,30,2,1,Health Sciences,Full-time,15,Regular,Fall,<$30k,False,False,3037,False,2.08,91,0,0,84.8,4,6,2,4,3,On-campus,False,13,1,True
8674,23,Female,False,False,Out-of-state,3.5,968.0,24,2,4,Health Sciences,Full-time,15,Regular,Summer,$100k+,False,False,4344,False,2.61,33,1,1,93.4,4,3,1,1,1,On-campus,False,32,0,False
8675,21,Male,True,False,International,3.14,800.0,28,6,1,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,False,True,8501,False,3.62,42,1,0,74.2,21,9,1,1,1,On-campus,False,5,19,False
8676,17,Male,False,False,Out-of-state,2.86,1311.0,30,4,5,Business,Full-time,15,Transfer,Fall,$100k+,True,False,37476,False,2.81,95,1,0,89.4,25,5,0,1,1,At home,False,4,0,False
8677,26,Male,True,False,In-state,3.32,864.0,22,1,2,Education,Full-time,12,Regular,Spring,$100k+,True,True,3147,False,2.82,29,0,0,56.4,23,5,0,3,2,On-campus,False,10,21,True
8678,17,Male,False,True,Out-of-state,3.83,1069.0,28,5,6,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,False,False,19435,False,3.04,35,1,0,87.0,5,9,1,0,0,At home,False,8,4,False
8679,17,Female,False,False,In-state,3.26,872.0,24,1,2,Business,Full-time,18,Regular,Fall,$30k-$60k,True,True,4989,False,2.78,23,1,1,95.6,6,8,2,1,1,On-campus,False,12,2,False
8680,22,Female,False,False,In-state,3.59,1141.0,18,4,5,Business,Full-time,15,Transfer,Fall,$30k-$60k,True,False,3952,False,2.71,28,1,1,87.5,8,2,1,1,0,On-campus,False,7,7,False
8681,23,Female,False,False,In-state,3.26,917.0,22,2,2,Arts & Sciences,Full-time,12,Regular,Fall,$30k-$60k,True,False,6056,False,2.27,85,1,0,86.9,16,4,3,2,0,On-campus,False,18,11,False
8682,21,Female,True,False,In-state,3.76,1335.0,32,2,1,Arts & Sciences,Part-time,3,Regular,Fall,$100k+,True,False,23409,True,3.06,120,1,0,67.6,0,2,4,2,3,At home,False,2,9,True
8683,23,Female,False,False,International,3.11,1241.0,24,6,1,Business,Full-time,15,Regular,Spring,$60k-$100k,True,False,3139,False,2.57,120,0,0,95.3,2,6,1,2,3,Off-campus,False,21,12,False
8684,17,Female,False,True,In-state,2.38,1221.0,28,4,3,Business,Part-time,6,Early Decision,Fall,$100k+,True,False,23703,False,4.0,60,1,0,84.1,0,5,2,1,3,On-campus,False,8,1,True
8685,23,Female,True,False,In-state,2.61,943.0,21,5,2,Health Sciences,Part-time,6,Regular,Fall,$100k+,True,False,5419,False,3.09,15,0,0,65.9,13,1,0,0,1,Off-campus,False,17,11,False
8686,27,Male,False,True,In-state,2.87,1067.0,22,2,4,Social Sciences,Full-time,12,Regular,Fall,$30k-$60k,False,False,6236,False,2.877533333333333,62,1,2,70.5,4,5,2,2,1,Commuter,False,8,14,True
8687,17,Female,True,False,In-state,3.13,1405.0,20,3,3,Computer Science,Full-time,12,Regular,Fall,$100k+,True,False,6474,False,3.05,41,0,0,87.3,33,4,0,1,1,Off-campus,False,24,1,True
8688,20,Female,True,True,In-state,2.86,1034.0,16,3,2,Computer Science,Full-time,15,Regular,Summer,$30k-$60k,True,False,9077,False,2.7,28,0,0,93.6,10,3,2,2,1,At home,False,23,17,False
8689,22,Female,True,False,In-state,2.64,1266.0,26,2,3,Engineering,Part-time,9,Regular,Fall,$100k+,True,False,7243,True,4.0,14,2,0,66.2,9,5,5,3,1,At home,False,20,3,False
8690,22,Female,True,False,In-state,4.0,1105.0,32,3,3,Business,Full-time,15,Regular,Spring,$30k-$60k,False,False,273,False,2.0,82,1,0,72.6,23,3,3,1,4,On-campus,False,23,2,False
8691,17,Female,False,False,Out-of-state,3.31,1248.0,23,2,2,Computer Science,Part-time,9,Regular,Fall,<$30k,True,True,3084,False,3.63,58,0,0,45.2,24,3,1,0,4,On-campus,False,9,20,True
8692,17,Male,False,False,In-state,2.96,1240.0,24,2,1,Education,Part-time,6,Regular,Spring,<$30k,False,False,1421,False,2.39,36,0,0,79.8,6,5,2,1,1,Commuter,False,0,1,True
8693,17,Female,False,False,In-state,2.7,1124.0,21,5,1,Business,Full-time,12,Regular,Spring,$60k-$100k,True,False,3791,True,2.08,50,1,0,44.8,9,1,2,4,2,On-campus,False,21,1,False
8694,17,Male,False,False,In-state,2.82,1131.0,26,5,4,Health Sciences,Full-time,15,Early Decision,Spring,$30k-$60k,True,True,1751,False,3.79,15,1,0,87.5,5,2,1,1,1,On-campus,False,27,2,False
8695,19,Female,False,False,Out-of-state,3.8,1185.0,23,5,5,Business,Full-time,18,Regular,Spring,$100k+,True,True,51738,False,2.27,2,3,1,84.6,3,3,2,3,4,On-campus,False,47,1,True
8696,21,Female,False,False,In-state,3.66,1315.0,20,1,2,Health Sciences,Full-time,12,Transfer,Spring,$60k-$100k,True,False,13650,False,3.44,115,1,0,67.1,0,4,5,1,1,On-campus,False,4,6,False
8697,20,Male,False,False,In-state,3.01,1073.0,23,4,1,Arts & Sciences,Part-time,9,Regular,Fall,<$30k,False,True,12849,False,2.66,5,1,0,66.6,0,0,4,2,0,On-campus,False,9,3,True
8698,21,Female,False,False,In-state,4.0,968.0,24,2,4,Arts & Sciences,Full-time,18,Regular,Spring,$60k-$100k,False,True,4016,False,3.95,21,1,0,71.9,13,5,1,2,1,At home,False,16,27,False
8699,23,Male,False,False,In-state,3.69,1154.0,22,5,1,Computer Science,Part-time,6,Regular,Fall,$30k-$60k,False,False,2370,False,3.62,117,1,0,84.9,3,5,2,0,3,On-campus,False,2,0,True
8700,19,Female,True,False,Out-of-state,3.02,1254.0,26,4,3,Business,Full-time,18,Regular,Fall,$30k-$60k,True,True,10505,True,3.73,44,1,0,71.1,52,3,2,2,2,On-campus,False,2,5,False
8701,20,Male,True,False,In-state,3.29,1436.0,21,2,3,Business,Full-time,18,Regular,Fall,<$30k,False,False,7287,False,2.8,10,1,0,90.7,1,0,2,1,0,On-campus,False,23,7,False
8702,17,Female,False,False,International,2.29,1096.0,28,2,7,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,True,True,54826,True,2.33,12,0,0,58.6,7,6,2,1,1,On-campus,True,16,0,False
8703,26,Female,False,False,In-state,2.92,1113.0,25,1,2,Arts & Sciences,Full-time,18,Regular,Fall,$60k-$100k,False,True,18378,False,2.46,12,2,1,68.4,5,8,1,2,1,On-campus,True,32,6,False
8704,17,Male,False,False,In-state,2.0,1265.0,16,2,2,Engineering,Part-time,6,Regular,Fall,$100k+,True,False,49045,True,2.05,11,2,0,85.6,2,3,0,3,2,Commuter,True,11,15,True
8705,21,Male,True,False,In-state,2.8,1121.0,16,7,5,Computer Science,Part-time,6,Regular,Fall,$60k-$100k,True,True,17909,False,2.38,12,0,0,64.2,8,6,1,2,0,On-campus,True,14,4,True
8706,22,Female,False,False,In-state,3.04,1213.0,23,3,1,Engineering,Full-time,12,Regular,Fall,$100k+,False,True,14035,True,3.54,34,1,1,49.9,4,1,2,0,1,On-campus,False,4,4,True
8707,22,Female,True,False,International,3.38,1203.0,16,5,1,Arts & Sciences,Full-time,15,Regular,Spring,<$30k,True,True,13335,False,3.1,15,0,1,76.6,3,2,2,4,0,At home,False,2,8,False
8708,22,Male,False,False,In-state,3.82,946.0,26,3,1,Arts & Sciences,Full-time,12,Regular,Fall,$100k+,True,False,14851,False,4.0,3,1,0,83.1,24,4,0,1,2,On-campus,False,9,2,False
8709,20,Male,False,False,Out-of-state,3.64,1020.0,24,5,2,Business,Full-time,18,Early Decision,Fall,$60k-$100k,True,False,127,True,4.0,34,0,0,69.2,2,4,2,2,0,Off-campus,False,30,15,True
8710,18,Male,False,False,In-state,3.81,1119.0,22,1,1,Business,Full-time,12,Early Decision,Fall,$60k-$100k,False,False,10437,False,2.12,35,1,0,95.2,20,5,0,2,4,On-campus,False,2,0,False
8711,25,Female,False,False,International,3.89,1151.7961403508773,29,3,1,Arts & Sciences,Full-time,15,Early Decision,Fall,$30k-$60k,False,False,5279,True,2.84,55,0,0,85.4,22,3,2,1,1,Commuter,False,10,4,False
8712,27,Male,False,False,Out-of-state,3.81,1185.0,18,1,2,Computer Science,Full-time,15,Regular,Spring,$30k-$60k,True,True,63145,False,2.23,120,0,0,80.8,11,6,2,3,2,On-campus,False,11,0,False
8713,19,Female,False,False,In-state,2.01,1261.0,26,5,1,Engineering,Part-time,9,Regular,Fall,$100k+,True,False,5678,False,3.18,6,0,0,69.7,40,6,2,0,1,On-campus,False,7,5,False
8714,19,Male,False,False,In-state,2.77,1396.0,20,5,2,Health Sciences,Part-time,6,Regular,Fall,$30k-$60k,True,False,2583,False,2.13,120,2,1,59.7,8,3,3,1,1,Off-campus,False,1,7,True
8715,21,Male,False,False,In-state,3.35,1201.0,25,2,0,Computer Science,Full-time,18,Regular,Fall,<$30k,False,False,9134,False,2.43,2,2,2,79.8,11,3,2,3,1,Off-campus,True,14,15,True
8716,19,Female,False,False,In-state,3.26,1147.0,32,2,5,Arts & Sciences,Part-time,9,Transfer,Fall,$30k-$60k,True,False,10312,True,1.9,0,1,0,70.5,1,4,1,2,1,Off-campus,False,5,14,True
8717,17,Male,False,False,In-state,4.0,955.0,21,0,2,Engineering,Full-time,15,Early Decision,Fall,<$30k,True,False,5474,False,2.877533333333333,120,2,0,57.5,11,3,3,1,1,On-campus,False,14,31,True
8718,22,Female,False,True,International,4.0,1182.0,22,1,2,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,True,False,3193,False,3.44,27,0,0,93.2,17,7,1,2,4,Off-campus,True,39,21,False
8719,24,Male,False,False,International,3.29,1082.0,29,3,1,Business,Full-time,12,Regular,Spring,$60k-$100k,True,False,3522,True,2.86,108,2,0,74.8,0,2,1,1,1,On-campus,False,18,0,True
8720,19,Female,False,False,In-state,2.84,936.0,24,2,1,Education,Part-time,3,Regular,Spring,$30k-$60k,False,False,5829,False,2.71,120,0,0,79.2,4,2,0,2,3,On-campus,False,10,9,True
8721,23,Male,True,False,In-state,3.27,938.0,25,4,3,Computer Science,Full-time,15,Regular,Fall,$100k+,True,True,12341,True,3.05,61,2,0,87.8,1,3,1,3,3,Off-campus,False,6,17,True
8722,21,Female,True,True,In-state,2.96,1119.0,20,5,5,Arts & Sciences,Full-time,15,Early Decision,Fall,<$30k,True,False,4848,False,2.45,5,0,0,75.4,5,2,4,0,1,Off-campus,False,1,0,False
8723,17,Female,True,True,In-state,3.36,1143.0,18,3,1,Arts & Sciences,Part-time,6,Regular,Fall,$30k-$60k,True,True,29711,False,2.39,9,2,0,84.8,26,2,1,1,0,On-campus,False,1,15,False
8724,21,Male,False,True,In-state,3.06,1265.0,21,2,2,Arts & Sciences,Full-time,18,Transfer,Fall,<$30k,True,False,1071,False,2.65,120,1,0,88.1,2,2,0,0,2,Off-campus,False,4,40,True
8725,24,Female,False,False,Out-of-state,2.62,1178.0,24,3,3,Computer Science,Full-time,15,Early Decision,Fall,$100k+,False,True,7252,False,3.89,16,1,2,71.9,13,3,1,1,2,On-campus,False,25,22,False
8726,24,Female,True,False,In-state,2.79,1093.0,31,2,0,Business,Part-time,9,Transfer,Fall,<$30k,True,False,1034,False,3.68,36,1,0,51.1,15,3,1,0,1,On-campus,True,10,11,True
8727,21,Male,True,False,In-state,3.71,1151.7961403508773,26,2,0,Education,Full-time,12,Early Decision,Fall,$100k+,True,False,8088,False,3.19,36,3,0,97.0,5,4,1,4,0,At home,False,15,12,True
8728,23,Male,False,False,International,2.39,1260.0,22,3,3,Social Sciences,Full-time,12,Early Decision,Spring,<$30k,True,False,6109,True,2.59,41,1,0,79.8,20,6,1,0,3,On-campus,False,5,15,False
8729,27,Female,False,False,In-state,3.21,1129.0,28,1,1,Arts & Sciences,Full-time,12,Regular,Fall,<$30k,False,True,40509,True,3.76,36,1,2,85.9,20,5,3,2,2,Commuter,False,17,3,False
8730,23,Male,False,True,In-state,2.53,942.0,20,2,2,Business,Full-time,12,Regular,Spring,$30k-$60k,True,False,1286,False,2.46,15,0,0,65.4,10,2,2,2,3,Commuter,False,1,16,True
8731,21,Male,False,False,In-state,3.96,1242.0,22,0,3,Education,Full-time,12,Regular,Fall,$100k+,False,False,1090,False,2.98,120,0,1,57.0,3,6,2,1,1,At home,True,5,9,False
8732,22,Male,True,False,In-state,2.34,1525.0,16,3,1,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,False,True,22721,False,2.84,120,2,0,52.1,34,5,3,2,1,Commuter,False,3,19,False
8733,21,Female,True,False,In-state,3.87,1100.0,16,3,0,Computer Science,Full-time,12,Regular,Spring,$100k+,True,False,3980,True,3.24,61,0,0,72.1,23,3,2,0,2,At home,False,3,0,False
8734,22,Female,False,False,In-state,3.81,1321.0,22,6,4,Computer Science,Part-time,3,Regular,Fall,$60k-$100k,False,False,727,False,2.93,20,1,0,70.0,6,2,2,0,2,On-campus,True,100,20,False
8735,17,Female,False,False,Out-of-state,3.51,1033.0,23,5,1,Health Sciences,Full-time,18,Regular,Fall,$60k-$100k,False,True,9848,False,2.89,62,1,1,80.6,54,3,2,1,2,Commuter,False,23,21,False
8736,21,Male,False,False,In-state,3.3,1029.0,23,3,5,Arts & Sciences,Part-time,3,Regular,Fall,$60k-$100k,True,False,8922,False,3.22,13,0,1,71.0,1,4,1,2,1,On-campus,False,2,9,True
8737,19,Female,False,False,Out-of-state,3.34,906.0,25,5,4,Arts & Sciences,Full-time,18,Transfer,Fall,<$30k,True,True,16915,False,2.93,77,4,0,49.8,3,4,1,2,2,Off-campus,False,1,17,True
8738,17,Female,True,False,In-state,2.46,1140.0,19,2,3,Arts & Sciences,Full-time,15,Regular,Fall,$100k+,False,False,8356,False,2.39,59,0,0,68.9,60,2,2,3,2,Commuter,False,16,5,True
8739,17,Female,False,False,In-state,3.16,1296.0,16,3,3,Education,Part-time,6,Early Decision,Fall,$100k+,False,False,19459,False,3.43,58,2,1,70.8,44,5,3,1,1,Commuter,False,1,14,True
8740,17,Male,True,False,In-state,2.89,1032.0,24,3,3,Computer Science,Full-time,15,Regular,Summer,<$30k,True,False,10584,False,3.52,19,0,0,93.3,10,5,3,3,2,At home,False,13,14,False
8741,17,Male,True,False,International,3.77,911.0,20,5,3,Computer Science,Full-time,15,Regular,Spring,$100k+,True,False,5790,True,3.19,117,2,1,71.1,18,2,3,3,1,Commuter,False,22,7,False
8742,22,Male,False,False,Out-of-state,3.45,1278.0,29,4,3,Engineering,Full-time,12,Regular,Fall,$30k-$60k,False,False,61922,True,3.27,43,1,0,80.7,53,2,1,2,0,At home,False,1,40,False
8743,18,Non-binary,False,False,In-state,2.86,1263.0,19,2,1,Health Sciences,Full-time,18,Regular,Spring,<$30k,True,True,5278,False,4.0,67,1,1,71.4,5,6,2,1,2,On-campus,False,18,0,False
8744,17,Male,False,False,International,3.2,917.0,23,2,5,Business,Full-time,15,Transfer,Fall,$60k-$100k,True,False,4541,True,2.66,120,0,1,76.8,4,8,1,1,0,Commuter,False,13,17,False
8745,21,Female,False,False,In-state,2.57,905.0,22,1,3,Arts & Sciences,Full-time,18,Regular,Fall,$100k+,True,False,12763,False,2.88,41,0,0,63.3,16,3,4,2,1,On-campus,False,29,17,False
8746,18,Male,False,False,In-state,3.29,990.0,17,4,5,Business,Part-time,9,Regular,Fall,$30k-$60k,True,False,11946,False,1.9,39,1,1,88.9,2,8,3,3,1,On-campus,False,27,8,False
8747,21,Female,True,True,In-state,4.0,1038.0,22,1,3,Business,Full-time,12,Regular,Spring,$60k-$100k,True,False,21570,True,3.83,31,0,0,75.1,22,2,0,0,1,At home,False,31,8,False
8748,23,Female,False,False,In-state,3.43,1117.0,22,0,4,Social Sciences,Full-time,12,Regular,Fall,$60k-$100k,True,False,3153,True,3.96,44,0,0,61.5,22,2,2,2,3,Off-campus,False,17,13,False
8749,21,Male,False,False,In-state,3.86,1022.0,26,3,0,Business,Full-time,12,Regular,Spring,$60k-$100k,False,True,9452,False,1.97,10,0,0,78.5,11,5,3,2,2,At home,False,1,1,True
8750,20,Male,False,False,Out-of-state,3.34,1109.0,22,1,1,Social Sciences,Full-time,12,Regular,Fall,$100k+,True,True,9411,True,2.23,40,0,0,79.8,8,7,1,3,0,On-campus,False,4,0,False
8751,18,Female,False,False,Out-of-state,2.9,1166.0,27,1,1,Education,Full-time,15,Regular,Spring,$30k-$60k,False,False,1066,True,2.49,15,2,0,86.6,0,5,3,2,1,On-campus,False,17,0,True
8752,18,Female,False,False,In-state,3.56,920.0,23,1,3,Engineering,Full-time,15,Early Decision,Spring,$30k-$60k,True,False,3703,False,2.54,32,0,0,79.9,3,3,4,2,1,On-campus,False,3,2,False
8753,25,Female,False,False,In-state,3.77,1191.0,32,5,4,Business,Full-time,12,Regular,Fall,$60k-$100k,True,True,5024,True,3.07,20,0,2,94.5,17,4,3,3,2,Commuter,True,7,6,False
8754,17,Male,False,True,In-state,3.28,1151.7961403508773,20,3,1,Computer Science,Full-time,15,Regular,Summer,$60k-$100k,True,False,13387,True,3.46,98,0,2,39.3,19,6,3,3,1,On-campus,False,30,14,False
8755,20,Male,False,False,In-state,3.48,1186.0,27,2,3,Engineering,Full-time,18,Transfer,Spring,<$30k,True,False,20427,False,3.3,53,1,0,72.8,2,1,2,1,4,Off-campus,False,23,6,False
8756,21,Female,False,False,In-state,3.43,1169.0,22,2,3,Engineering,Part-time,6,Regular,Spring,$100k+,True,True,2762,False,3.87,120,1,2,65.5,10,5,2,1,0,On-campus,False,42,1,True
8757,18,Female,True,False,In-state,3.98,1242.0,31,4,1,Business,Part-time,3,Regular,Fall,$100k+,True,True,735,False,3.43,112,1,0,78.2,2,3,1,2,4,Commuter,False,13,9,True
8758,19,Male,True,False,In-state,3.22,1416.0,26,1,2,Computer Science,Full-time,12,Regular,Fall,$60k-$100k,True,True,13523,False,2.93,44,1,0,79.8,9,4,2,2,2,Commuter,True,0,26,False
8759,17,Female,False,False,International,2.98,1221.0,24,1,3,Arts & Sciences,Part-time,6,Regular,Fall,$60k-$100k,False,False,6052,True,1.94,23,0,3,92.7,9,8,1,1,2,On-campus,False,2,11,True
8760,22,Female,False,False,In-state,2.98,1078.0,36,2,4,Social Sciences,Full-time,12,Regular,Fall,$100k+,True,False,25660,False,2.79,14,1,0,72.9,0,12,0,0,1,On-campus,False,0,17,False
8761,19,Non-binary,False,False,In-state,2.71,1197.0,17,4,5,Health Sciences,Full-time,12,Regular,Fall,$60k-$100k,True,False,15321,False,2.85,69,0,0,93.4,0,4,2,1,2,On-campus,False,30,3,False
8762,22,Female,True,False,In-state,3.92,1188.0,23,4,3,Business,Full-time,12,Regular,Fall,$100k+,True,True,266,True,3.18,8,2,0,79.8,7,3,0,4,2,At home,False,12,2,True
8763,19,Female,True,False,Out-of-state,3.52,1099.0,19,1,4,Engineering,Part-time,9,Regular,Spring,$60k-$100k,True,True,7970,False,3.31,17,0,0,90.8,36,6,2,1,0,On-campus,False,34,14,False
8764,22,Male,True,False,In-state,2.73,1061.0,28,5,1,Computer Science,Full-time,15,Regular,Spring,$30k-$60k,False,True,11421,True,2.37,78,0,0,87.7,2,2,4,0,3,On-campus,False,32,23,False
8765,18,Male,False,False,In-state,3.09,1164.0,27,2,2,Computer Science,Full-time,12,Regular,Fall,$100k+,False,False,55082,False,3.19,33,1,1,99.8,0,4,1,1,0,On-campus,False,7,2,True
8766,20,Male,False,False,In-state,3.23,1140.0,19,1,1,Business,Full-time,12,Early Decision,Fall,<$30k,True,False,17240,False,2.91,27,1,2,53.4,37,4,3,1,3,Commuter,False,13,9,True
8767,22,Female,False,False,Out-of-state,3.51,1007.0,26,3,2,Arts & Sciences,Full-time,18,Regular,Summer,$60k-$100k,True,False,1842,False,2.74,29,0,0,85.3,34,1,1,1,1,On-campus,False,2,3,False
8768,17,Female,True,False,In-state,2.93,1032.0,26,1,1,Engineering,Full-time,15,Regular,Fall,$30k-$60k,True,False,54111,False,3.56,28,0,0,94.4,16,6,2,0,1,At home,False,8,3,False
8769,20,Male,False,False,In-state,3.66,1133.0,27,2,1,Computer Science,Part-time,6,Regular,Fall,$60k-$100k,True,False,7109,False,3.02,35,2,0,90.0,10,1,6,2,4,On-campus,False,10,1,False
8770,17,Female,True,False,Out-of-state,3.04,1182.0,22,1,0,Health Sciences,Full-time,15,Regular,Spring,$60k-$100k,True,False,8962,False,2.65,53,0,0,74.5,6,5,2,1,1,On-campus,False,18,1,False
8771,22,Male,True,False,In-state,4.0,852.0,31,1,2,Computer Science,Full-time,18,Regular,Fall,$100k+,True,False,60893,False,4.0,18,1,1,55.4,3,3,2,0,2,On-campus,False,33,7,False
8772,18,Female,False,False,In-state,2.73,988.0,20,6,2,Arts & Sciences,Full-time,15,Early Decision,Fall,$30k-$60k,True,False,6936,False,2.71,41,1,1,94.7,19,3,3,0,1,Off-campus,False,19,0,False
8773,24,Female,False,False,In-state,3.1,1443.0,21,2,0,Business,Full-time,12,Regular,Fall,<$30k,False,True,20356,False,2.88,22,1,1,70.9,20,3,2,2,1,Off-campus,False,0,19,False
8774,19,Female,True,False,Out-of-state,3.04,1139.0,28,2,3,Business,Full-time,15,Regular,Spring,$60k-$100k,True,False,86163,True,2.877533333333333,63,1,0,73.4,6,2,0,1,4,On-campus,False,5,9,False
8775,22,Male,True,False,International,3.03,1261.0,22,5,1,Social Sciences,Full-time,15,Regular,Fall,$60k-$100k,False,False,900,False,2.877533333333333,40,1,0,79.8,13,3,2,1,0,Commuter,False,2,28,True
8776,23,Female,True,False,In-state,2.51,1140.0,26,4,2,Business,Full-time,12,Regular,Fall,$30k-$60k,True,True,14441,False,3.59,30,1,0,96.9,30,6,4,2,0,On-campus,False,5,0,False
8777,20,Female,False,False,In-state,2.84,863.0,28,2,2,Social Sciences,Full-time,15,Regular,Fall,$30k-$60k,True,False,834,True,3.43,48,0,1,85.3,13,2,0,2,1,On-campus,False,4,1,False
8778,18,Female,False,False,In-state,2.12,1144.0,16,5,4,Engineering,Full-time,12,Early Decision,Fall,$60k-$100k,False,False,3547,False,2.77,42,1,0,99.0,47,4,2,1,1,At home,False,7,4,False
8779,23,Male,False,False,International,2.72,1076.0,22,2,2,Business,Full-time,15,Regular,Fall,$30k-$60k,True,True,13932,True,2.69,120,0,4,86.4,3,2,1,0,4,Off-campus,False,22,1,False
8780,17,Female,False,False,In-state,2.67,1093.0,23,5,0,Business,Full-time,12,Early Decision,Fall,<$30k,True,False,16130,False,3.15,46,1,0,71.5,2,4,2,0,0,Commuter,False,67,4,False
8781,23,Female,True,False,In-state,2.84,1250.0,31,3,2,Health Sciences,Full-time,15,Early Decision,Fall,$100k+,True,True,11062,False,2.11,9,0,0,49.0,2,10,3,1,3,On-campus,False,1,1,True
8782,24,Male,False,False,In-state,3.03,1048.0,26,3,0,Business,Full-time,12,Regular,Fall,$30k-$60k,True,True,8600,False,2.877533333333333,9,2,1,73.7,11,7,2,1,0,At home,False,45,40,False
8783,17,Female,False,False,In-state,2.24,1264.0,20,1,2,Computer Science,Full-time,15,Early Decision,Fall,$100k+,True,False,16379,False,2.76,29,2,1,73.2,5,1,2,0,1,Commuter,False,31,6,True
8784,20,Female,False,False,International,3.21,1307.0,21,2,3,Arts & Sciences,Full-time,18,Regular,Spring,<$30k,False,False,22980,False,1.0,34,0,2,83.3,13,4,2,1,1,Off-campus,False,4,15,True
8785,20,Male,False,False,In-state,3.13,1246.0,17,3,2,Education,Full-time,12,Regular,Spring,$100k+,False,True,630,False,2.88,36,2,1,82.7,27,3,1,1,1,At home,False,1,31,False
8786,17,Male,False,False,Out-of-state,3.38,919.0,26,3,4,Business,Full-time,18,Regular,Fall,<$30k,False,True,5819,False,1.9,2,1,0,38.5,58,2,4,3,1,Off-campus,False,11,10,True
8787,18,Male,False,False,In-state,4.0,1232.0,25,3,2,Education,Part-time,3,Regular,Fall,$60k-$100k,False,False,10078,False,2.57,3,2,0,60.0,17,6,3,0,1,Commuter,False,37,11,True
8788,22,Male,False,False,Out-of-state,3.21,1136.0,25,3,3,Business,Full-time,15,Regular,Spring,$30k-$60k,False,False,23838,False,3.6,104,1,1,67.8,10,4,2,2,2,Off-campus,False,29,11,False
8789,23,Male,False,False,In-state,3.45,916.0,30,3,2,Social Sciences,Full-time,12,Regular,Summer,$30k-$60k,True,False,1779,True,3.0,23,2,0,79.8,43,2,1,2,2,On-campus,False,5,14,False
8790,19,Female,True,False,In-state,3.67,800.0,16,4,0,Arts & Sciences,Full-time,15,Regular,Fall,<$30k,True,True,25729,True,3.78,2,2,0,92.6,11,3,1,2,1,Off-campus,False,34,2,True
8791,21,Male,True,False,International,3.9,1136.0,23,5,6,Business,Part-time,6,Early Decision,Fall,$60k-$100k,True,False,7097,True,3.47,33,1,1,61.0,0,6,1,1,1,Off-campus,False,12,0,True
8792,22,Female,True,False,In-state,2.53,1349.0,24,1,0,Business,Full-time,12,Regular,Fall,$100k+,True,True,9318,False,3.14,5,2,0,68.8,23,2,4,2,1,At home,False,9,14,True
8793,23,Female,False,False,In-state,2.84,1148.0,22,6,2,Business,Part-time,6,Regular,Spring,$100k+,False,False,2033,False,2.9,0,1,0,90.7,8,4,2,2,0,Off-campus,False,4,18,False
8794,23,Female,True,False,In-state,3.28,1209.0,16,5,1,Engineering,Full-time,18,Early Decision,Fall,$60k-$100k,True,False,29816,False,2.25,49,3,0,72.3,45,4,2,0,1,Off-campus,False,11,1,True
8795,24,Female,False,False,In-state,4.0,827.0,20,1,0,Computer Science,Part-time,3,Regular,Fall,$60k-$100k,True,False,6207,True,2.75,120,0,1,85.9,3,1,0,1,1,On-campus,False,1,6,True
8796,24,Non-binary,True,False,Out-of-state,3.97,998.0,27,2,2,Health Sciences,Full-time,15,Regular,Fall,<$30k,True,False,10177,True,3.67,13,1,0,68.8,5,4,2,3,2,On-campus,False,3,11,False
8797,17,Female,False,True,International,3.14,1036.0,20,2,3,Health Sciences,Full-time,18,Regular,Fall,$60k-$100k,True,False,12861,True,2.99,53,0,0,50.9,22,3,2,1,3,Commuter,False,15,11,True
8798,21,Male,False,False,In-state,3.24,1032.0,20,3,0,Education,Part-time,6,Regular,Spring,$30k-$60k,True,False,20522,False,2.49,23,1,0,86.4,7,6,3,1,2,Off-campus,True,0,0,False
8799,18,Female,False,False,In-state,3.02,1217.0,32,3,2,Business,Full-time,15,Regular,Spring,$30k-$60k,True,False,7161,False,2.28,51,0,0,64.1,0,6,3,2,1,At home,False,19,22,False
8800,21,Female,False,True,In-state,3.91,1168.0,23,2,2,Education,Part-time,9,Regular,Summer,$30k-$60k,True,False,339,True,3.16,33,1,0,86.7,26,3,2,1,0,At home,False,20,1,False
8801,17,Male,False,False,In-state,3.38,1410.0,31,1,1,Education,Full-time,15,Regular,Summer,$100k+,True,False,14154,False,2.26,29,0,2,77.2,24,1,3,2,3,At home,False,15,6,False
8802,21,Female,False,True,In-state,3.13,1209.0,20,5,4,Computer Science,Full-time,15,Regular,Spring,<$30k,True,True,5039,False,4.0,13,0,0,55.1,14,4,0,3,1,On-campus,False,7,20,False
8803,18,Female,True,False,In-state,3.79,1222.0,26,5,2,Computer Science,Part-time,6,Early Decision,Fall,$60k-$100k,True,False,15609,True,1.25,10,0,0,76.7,14,3,2,2,1,On-campus,False,9,19,True
